pitch,angle,speed,spin,run,frame,src_frame,total,spread,meanSignal,fovea_total,mid_total,far_total,delta_total,corr_prev,PC1,PC2,PC3,PC4,PC5
ch,0deg,speed-3,spin-500,run82,66,96,741850.667465804,157.557123592948,194.100122309211,2280.83434362834,0,739569.833122175,10096.7593780529,0.991703413767834,5142.17481695732,5181.52275105543,-1070.45174397264,-2363.81570381872,310.207756773512
ch,0deg,speed-3,spin-500,run82,67,98,768460.332311903,157.701085764304,201.062358009394,2875.83597253106,0,765584.496339372,26609.664846099,0.961288355085883,6028.23617921853,4629.86812477789,-2259.11886252378,-2495.11831311359,-613.876822381893
ch,0deg,speed-3,spin-500,run82,68,99,784706.143778953,158.062119793329,205.312962788842,3210.63282489151,0,781495.510954061,16245.8114670503,0.986056100908246,6424.80868766062,4223.54763898145,-2935.76086326121,-2363.09436675151,-1091.39504727176
ch,0deg,speed-3,spin-500,run82,69,101,819522.277611114,158.203385701409,214.422364628758,3916.78666244583,0,815605.490948668,34816.1338321608,0.943001721447625,7143.41954363089,3149.30176535066,-4187.52315575462,-1518.80234869086,-1976.36218474869
ch,0deg,speed-3,spin-500,run82,70,102,838868.200740344,157.577787413635,219.484092292084,4290.1175748013,0,834578.083165543,19345.9231292305,0.979017942222221,7494.48215762319,2471.58107160006,-4660.07091354074,-761.523978658973,-2282.82477310147
ch,0deg,speed-3,spin-500,run82,71,104,888542.245957186,159.372177573793,232.480964405334,4805.29452833595,0,883736.95142885,49674.0452168416,0.90597212535259,8261.37477045395,820.555539344859,-5131.6771367191,1294.61629029157,-2245.16516554256
ch,0deg,speed-3,spin-500,run82,72,105,917609.740606607,161.673580967327,240.086274360703,4884.17206224432,0,912725.568544362,29067.494649421,0.968389555811315,8661.88048335128,-107.502923455691,-5006.45466360608,2411.68527280788,-1759.02983305664
ch,0deg,speed-3,spin-500,run82,73,107,969016.480247081,160.791469030636,253.536494046855,5091.5642072226,0,963924.916039858,51406.739640474,0.883665657345201,9300.6526539342,-1971.21600610503,-3861.63769501664,3977.07685378558,295.693604121945
ch,0deg,speed-3,spin-500,run82,74,108,990060.054390961,157.475605243258,259.042400416264,5300.06906336393,0,984759.985327597,21043.5741438802,0.960735905202122,9494.56884073945,-2879.76645555031,-2893.08980565461,4098.73171891573,1556.66559750982
ch,0deg,speed-3,spin-500,run82,75,110,1027747.07838737,150.789000104126,268.902950912445,5789.86227635603,0,1021957.21611101,37687.0239964051,0.858642892291612,9757.24383964533,-4464.17467437984,-529.283564543469,2979.788822566,3064.26136451467
ch,0deg,speed-3,spin-500,run82,76,111,1046971.82071284,148.323790330401,273.932972452339,6039.49253314696,0,1040932.32817969,19224.742325473,0.954523176245344,9896.42220551087,-5016.82901415925,739.463801349376,1991.72273829904,3013.69298869627
ch,0deg,speed-3,spin-500,run82,77,113,1083297.07704893,144.898947206875,283.437225810812,6555.81400399985,0,1076741.26304493,36325.2563360863,0.848629497999982,10219.4924370474,-5684.56821270234,3030.04093840083,-309.405122551621,1353.42616647957
ch,0deg,speed-3,spin-500,run82,78,114,1101712.80381798,144.534293195702,288.25557399738,6516.20674650732,0,1095196.59707148,18415.7267690592,0.955848270847748,10419.2595660163,-5922.45851622526,3948.55641794971,-1448.48828074985,37.640453919664
ch,0deg,speed-3,spin-500,run82,79,116,1143097.80495209,161.094222777134,299.083674765069,6246.96935953339,0,1136850.83559256,41385.0011341101,0.875466673314965,10859.0786554513,-6363.07285225683,5143.39974645786,-3009.34945796893,-2129.46329239087
ch,0deg,speed-3,spin-500,run82,80,117,1156865.08365013,170.341356967333,302.68578850082,6234.51938626871,0,1150630.56426386,13767.2786980378,0.985598228138922,11000.9480851348,-6467.93755562196,5352.46358121793,-3303.05606438281,-2614.57984702903
ch,0deg,speed-3,spin0,run85,1,1,600392.809493982,180.267495140042,157.08864717268,188.15465393916,0,600204.654840043,NaN,NaN,-3234.14316756953,-1825.09409058984,-1134.97772929142,-782.819782776354,-750.680603652745
ch,0deg,speed-3,spin0,run85,2,2,600430.818054588,180.205975574224,157.098591851017,188.178218462595,0,600242.639836126,38.0085606066277,0.999992092196348,-3234.11860399525,-1818.93086907445,-1128.23678465175,-778.834567844514,-742.956075675787
ch,0deg,speed-3,spin0,run85,3,4,600549.458798049,180.091709271047,157.129633385151,188.227215118624,0,600361.23158293,118.64074346039,0.99996801561484,-3234.06888555275,-1805.81203898455,-1114.26630109555,-769.886412827202,-727.166687843337
ch,0deg,speed-3,spin0,run85,4,5,600664.346324823,180.047669413175,157.159692915966,188.25710144203,0,600476.089223381,114.887526774197,0.999991165699031,-3234.27834664203,-1798.67300260936,-1106.38776216796,-765.029995912846,-718.624759522314
ch,0deg,speed-3,spin0,run85,5,7,600860.652105531,179.946497751064,157.211054972667,188.316916994191,0,600672.335188537,196.305780708441,0.999965229276367,-3234.30081429634,-1783.15942886291,-1089.97639789658,-754.54446839525,-699.903540769976
ch,0deg,speed-3,spin0,run85,6,8,600969.462223824,179.897295133817,157.239524391372,188.348064423242,0,600781.114159401,108.810118292575,0.99999053469018,-3234.18125237505,-1774.88715032834,-1081.13165768172,-748.864891016475,-689.784712635372
ch,0deg,speed-3,spin0,run85,7,9,601078.160041323,179.84588592681,157.267964427348,188.379737499621,0,600889.780303823,108.697817498934,0.999990366981695,-3233.8587224327,-1766.2886164983,-1071.80762779832,-742.894427754151,-678.821302586533
ch,0deg,speed-3,spin0,run85,8,11,601334.3331384,179.753708278442,157.334990355416,188.449039031078,0,601145.884099369,256.173097076826,0.999960039845827,-3233.29965442689,-1747.97627780932,-1052.14193389661,-729.881492686717,-656.256294058999
ch,0deg,speed-3,spin0,run85,9,12,601466.71884281,179.706916843513,157.369628164001,188.485322785523,0,601278.233520025,132.385704410379,0.999989461876076,-3232.88983327288,-1738.21968959579,-1041.65176672462,-722.815063220583,-644.040460944891
ch,0deg,speed-3,spin0,run85,10,13,601605.138239209,179.661713605962,157.405844646575,188.523324016797,0,601416.614915192,138.419396398589,0.999989530635496,-3232.39254995996,-1728.20305379052,-1030.79624212859,-715.592847807225,-631.585874761556
ch,0deg,speed-3,spin0,run85,11,15,601888.992349117,179.562103952168,157.480113121171,188.600204101646,0,601700.392145016,283.854109908571,0.999956888832282,-3230.7224764579,-1706.43405114317,-1007.93253374404,-699.728287054624,-604.114586034093
ch,0deg,speed-3,spin0,run85,12,16,602015.504007497,179.505240284595,157.513214026033,188.640003866498,0,601826.86400363,126.511658379226,0.999988033626039,-3229.74165036643,-1694.56001586524,-995.808432918712,-690.778604701317,-589.192837705595
ch,0deg,speed-3,spin0,run85,13,18,602308.917526389,179.389844206481,157.58998365421,188.725878785652,0,602120.191647603,293.413518892252,0.99994820024584,-3226.71759171183,-1669.26524463788,-968.832066812002,-671.333724720122,-556.221277126524
ch,0deg,speed-3,spin0,run85,14,19,602459.418605739,179.327083068082,157.629361225991,188.769979143175,0,602270.648626596,150.501079350244,0.999985871607586,-3224.78406529799,-1655.78304636517,-954.392505297603,-660.847394961888,-537.956483986459
ch,0deg,speed-3,spin0,run85,15,20,602622.641749573,179.26332717535,157.672067438402,188.819153587741,0,602433.822595986,163.223143834388,0.999984692151607,-3222.64659964719,-1641.21903258596,-938.621021948232,-649.513349264623,-518.265718689585
ch,0deg,speed-3,spin0,run85,16,22,602993.465562665,179.1184299638,157.76909093738,188.930441137261,0,602804.535121528,370.823813091265,0.999931092502221,-3216.71429088745,-1609.51919161602,-903.489342941377,-623.583344859621,-474.705469191579
ch,0deg,speed-3,spin0,run85,17,23,603221.781258132,179.045647872295,157.828828168009,188.994368819188,0,603032.786889313,228.315695467521,0.999980210966282,-3213.10600044214,-1592.14424683747,-883.535395850154,-608.892048545178,-450.498188383077
ch,0deg,speed-3,spin0,run85,18,24,603474.493564017,178.970458302893,157.894948603877,189.063522508066,0,603285.430041509,252.712305885158,0.999978628533793,-3208.94454053363,-1573.66483078903,-862.170815395899,-593.301149656894,-424.692556510059
ch,0deg,speed-3,spin0,run85,19,26,604074.102973051,178.819068894136,158.05183227971,189.22598614557,0,603884.876986906,599.609409033903,0.999900277752281,-3198.94991002443,-1532.52090411276,-814.964890706004,-558.170984628206,-367.953666134415
ch,0deg,speed-3,spin0,run85,20,27,604383.209325886,178.737198978017,158.132707829902,189.312055713963,0,604193.897270172,309.106352834613,0.999971926374544,-3193.20543281742,-1510.04215257247,-789.490185609245,-538.730197441752,-337.069944852931
ch,0deg,speed-3,spin0,run85,21,29,605110.628529713,178.585864847967,158.323032059056,189.494506177403,0,604921.134023535,727.419203826692,0.999871991008872,-3180.20825518282,-1460.29332209655,-734.048048943445,-495.134927479534,-269.542701051638
ch,0deg,speed-3,spin0,run85,22,30,605496.693322157,178.511294123292,158.424043255405,189.587518797774,0,605307.10580336,386.064792444929,0.999964792428397,-3172.82856078987,-1433.52993638063,-704.452375262042,-471.538443023432,-233.333531568025
ch,0deg,speed-3,spin0,run85,23,31,605865.44697839,178.432692031919,158.520525112085,189.680551670756,0,605675.766426719,368.753656232497,0.999963383316987,-3165.00255770543,-1405.73953900304,-674.137617805449,-446.779831574131,-195.67212849284
ch,0deg,speed-3,spin0,run85,24,33,606587.167624618,178.255863094567,158.709358352857,189.866988623342,0,606397.300635995,721.720646227826,0.999845571666274,-3146.71071974302,-1345.91322182408,-610.203746101729,-392.930688538212,-116.386631656237
ch,0deg,speed-3,spin0,run85,25,34,606939.629433324,178.1594324064,158.801577559739,189.957346774209,0,606749.672086549,352.461808705819,0.999958563905479,-3136.37758011593,-1314.15516765365,-576.277539940401,-363.962896607613,-74.4668275963372
ch,0deg,speed-3,spin0,run85,26,35,607320.650380901,178.056143565393,158.901269068786,190.052677381406,0,607130.59770352,381.020947577315,0.999955125026237,-3124.83268271456,-1280.21828887933,-539.94035415209,-332.846166193586,-30.0963371555926
ch,0deg,speed-3,spin0,run85,27,37,608177.651390482,177.837002564431,159.125497485736,190.267793980269,0,607987.383596502,857.001009580912,0.999794808057961,-3097.55356783604,-1206.06367872713,-458.729082876482,-264.404838933901,66.4476084799994
ch,0deg,speed-3,spin0,run85,28,38,608653.201047394,177.717975267048,159.249921781108,190.391198898421,0,608462.809848495,475.54965691187,0.999940543972194,-3081.59331308674,-1165.25960478731,-413.753197599971,-226.514079509911,118.503461557808
ch,0deg,speed-3,spin0,run85,29,40,609732.29533898,177.484629327322,159.532259377022,190.664876452882,0,609541.630462527,1079.0942915862,0.999728203522038,-3045.22852027958,-1074.57650755362,-315.783906612945,-143.316725905911,230.325138595912
ch,0deg,speed-3,spin0,run85,30,41,610315.193467412,177.369220233795,159.68477066128,190.806318206657,0,610124.387149205,582.898128431989,0.999923347156789,-3024.99701702883,-1024.982341075,-263.686985849831,-97.8297593742782,289.207742277509
ch,0deg,speed-3,spin0,run85,31,42,610888.31153504,177.24868819139,159.834723059927,190.948398702518,0,610697.363136338,573.118067628471,0.999919327719755,-3003.63611834216,-972.704190837132,-210.550155204105,-49.9760804059892,349.093662117176
ch,0deg,speed-3,spin0,run85,32,44,612031.043101055,176.992612031653,160.133710910794,191.247651759116,0,611839.795449296,1142.73156601482,0.999659804305425,-2956.82602645789,-861.46627597275,-100.417286853725,51.0304977435324,469.361142293896
ch,0deg,speed-3,spin0,run85,33,45,612631.127784086,176.849881659115,160.290718938798,191.41548731467,0,612439.712296771,600.084683030727,0.999903588507896,-2930.35497685945,-801.203416919488,-41.5254699191797,105.589394528457,530.742567835227
ch,0deg,speed-3,spin0,run85,34,47,614014.817846965,176.55367570863,160.652751922283,191.82490010399,0,613822.992946861,1383.69006287889,0.999546195615353,-2869.72602461494,-668.396838034453,88.0990385843615,223.730293585578,657.743427942923
ch,0deg,speed-3,spin0,run85,35,48,614773.562349512,176.401411514044,160.851272200291,192.05622924272,0,614581.506120269,758.744502547197,0.999870751032116,-2835.7375609929,-596.089941705508,157.206311159053,286.32572062742,721.474631372558
ch,0deg,speed-3,spin0,run85,36,49,615568.071723355,176.246068382573,161.059150110768,192.288057860695,0,615375.783665494,794.509373842506,0.999859108604799,-2799.14973347604,-519.196915213439,228.338513104642,352.42851513196,785.099568037363
ch,0deg,speed-3,spin0,run85,37,51,617071.288697295,175.891161841078,161.452456488042,192.743586250192,0,616878.545111045,1503.21697394096,0.999398239108439,-2719.77562134461,-354.489524857559,371.80315285224,490.341318687513,904.947752260549
ch,0deg,speed-3,spin0,run85,38,52,617866.370330024,175.69703573148,161.660484126118,192.984214732184,0,617673.386115292,795.081632728805,0.999827369297384,-2675.776208139,-264.879128725988,446.683565478998,563.686797683621,960.554386116483
ch,0deg,speed-3,spin0,run85,39,53,618724.478727576,175.499545244326,161.88500228351,193.251712952338,0,618531.227014623,858.108397551579,0.999811600090485,-2628.4134910402,-170.97025049139,524.117131534472,638.667080244528,1012.97750431461
ch,0deg,speed-3,spin0,run85,40,55,620586.316424786,175.082726309827,162.372139305281,193.867586855209,0,620392.448837931,1861.83769720991,0.999142182876729,-2522.39688592988,33.4666837805679,687.056014109092,792.951328764031,1107.92404960577
ch,0deg,speed-3,spin0,run85,41,56,621524.139837282,174.856084904453,162.617514347797,194.194551469824,0,621329.945285812,937.823412495782,0.999760351696134,-2464.37337372447,142.364399554126,768.583855978359,871.271538527359,1147.72191816917
ch,0deg,speed-3,spin0,run85,42,58,623533.477026907,174.402593794292,163.143243596784,194.933086282813,0,623338.543940624,2009.33718962548,0.998916900260013,-2337.37915135842,374.906171654267,934.486771026789,1029.50691191226,1205.54261867665
ch,0deg,speed-3,spin0,run85,43,59,624609.023509198,174.16431062513,163.424652932809,195.362851290792,0,624413.660657907,1075.54648229049,0.999688442738344,-2266.94227650931,499.380225531936,1019.60599165456,1107.08084764753,1223.27519741162
ch,0deg,speed-3,spin0,run85,44,60,625755.370502871,173.925241718335,163.724586735445,195.79630538363,0,625559.574197488,1146.34699367394,0.999669905740744,-2192.28795897292,628.129927859167,1104.95234929135,1181.84765850835,1232.41794601706
ch,0deg,speed-3,spin0,run85,45,62,628150.751040221,173.398672260784,164.351321569916,196.718468223003,0,627954.032571998,2395.38053734915,0.998569278641548,-2029.76119791346,897.240788731899,1272.52216684723,1320.10474810588,1220.31905874996
ch,0deg,speed-3,spin0,run85,46,63,629447.174775511,173.113936898505,164.690521919286,197.261457259672,0,629249.913318251,1296.42373528995,0.999586303798467,-1939.64452253477,1040.09247552569,1357.11269261012,1382.61234968976,1197.42227225421
ch,0deg,speed-3,spin0,run85,47,64,630835.357388237,172.816336196898,165.053730347524,197.852073915056,0,630637.505314322,1388.18261272658,0.999546958716634,-1843.12359496176,1187.98445182602,1441.00788566914,1438.60348006864,1162.25582702139
ch,0deg,speed-3,spin0,run85,48,66,633662.077417472,172.132845494855,165.793322191908,199.264703688944,0,633462.812713783,2826.72002923535,0.997938078101561,-1630.63519823973,1498.00690467221,1603.48529401813,1526.39171574123,1051.54788049754
ch,0deg,speed-3,spin0,run85,49,67,635179.180504429,171.777358443,166.190261775099,200.097287418526,0,634979.08321701,1517.10308695619,0.999398781625754,-1513.2979282633,1661.17698907288,1682.00377032426,1556.13909110376,974.665140387044
ch,0deg,speed-3,spin0,run85,50,69,638338.065510874,171.011938071271,167.016762300072,201.948977142869,0,638136.116533731,3158.88500644499,0.997301627787784,-1254.84250258893,2000.20137454471,1826.59741297976,1579.55068706037,772.493271500982
ch,0deg,speed-3,spin0,run85,51,70,640088.592307259,170.613685957944,167.474775590596,203.052752164612,0,639885.539555094,1750.52679638518,0.99921574470303,-1112.47837646063,2177.72141303581,1891.59567107975,1570.40308214619,645.85444367449
ch,0deg,speed-3,spin0,run85,52,71,641941.952638173,170.185876490235,167.959694567811,204.31176800036,0,641737.640870173,1853.3603309145,0.999139489982477,-961.226928970135,2358.74522546607,1949.03532785086,1545.78139879293,502.761416218636
ch,0deg,speed-3,spin0,run85,53,73,646237.719273839,169.325307813712,169.083652347943,207.443491651511,0,646030.275782187,4295.76663566555,0.995982988905272,-623.977924459732,2740.12216178618,2041.22971919688,1444.59341029536,163.588242930194
ch,0deg,speed-3,spin0,run85,54,74,648623.950777062,168.888751284274,169.707993400592,209.360652496085,0,648414.590124566,2386.23150322295,0.998786541250056,-436.083025368862,2938.66627830594,2072.49341738123,1365.23640442523,-29.3483532678401
ch,0deg,speed-3,spin0,run85,55,76,653920.741787751,168.074588257539,171.093862320186,214.431667887549,0,653706.310119863,5296.79101068911,0.994502192971143,-24.3489099343671,3341.74884985294,2096.19249352731,1144.09246598195,-445.124360589502
ch,0deg,speed-3,spin0,run85,56,77,656776.739670919,167.677149645903,171.841114513584,217.864457478231,0,656558.875213441,2855.99788316828,0.998377636244866,199.256431425808,3543.39769717127,2084.98034111392,1000.45228822297,-658.703148820197
ch,0deg,speed-3,spin0,run85,57,78,659729.20338706,167.236475294689,172.613606328378,222.413266184093,0,659506.790120876,2952.46371614106,0.99822636338864,435.241385677075,3741.94746610182,2054.02719804052,833.393701329848,-870.124591138073
ch,0deg,speed-3,spin0,run85,58,80,666043.667891845,166.141489444262,174.265742514873,238.078875649904,0,665805.589016195,6314.46450478432,0.992192895193086,943.49486916876,4120.52657565837,1925.13760385718,429.254863934966,-1254.72369388959
ch,0deg,speed-3,spin0,run85,59,81,669664.198108777,165.521266608463,175.21302933249,260.436053574428,0,669403.762055203,3620.53021693253,0.997589389331473,1223.28260981323,4300.53255620305,1821.85543685896,190.938772675726,-1416.50704679307
ch,0deg,speed-3,spin0,run85,60,82,673463.539863397,164.825110796699,176.207100958503,306.473382383462,0,673157.066481014,3799.34175461996,0.99731399592314,1519.15394114006,4467.87052646139,1687.42625974281,-70.1022333468311,-1545.47870621737
ch,0deg,speed-3,spin0,run85,61,84,682337.012846047,163.377629959036,178.528784104146,526.686702016557,0,681810.32614403,8873.47298264969,0.987775545140977,2176.32462090321,4767.53673732437,1320.01105182113,-646.970426307846,-1671.62689295057
ch,0deg,speed-3,spin0,run85,62,85,687333.547515991,162.62143938147,179.836093018313,692.511496975665,0,686641.036019016,4996.53466994455,0.996211651259004,2534.96688303301,4888.5574846751,1086.69398281501,-949.665030718085,-1648.07158145949
ch,0deg,speed-3,spin0,run85,63,87,698353.553907425,161.031840451503,182.719401859609,1070.28266509091,0,697283.271242335,11020.0063914341,0.983430750381456,3319.07801246571,5047.68266012013,529.546780300081,-1541.89657469286,-1382.81933593434
ch,0deg,speed-3,spin0,run85,64,88,704596.367079752,160.152537362179,184.352790968015,1273.55185231166,0,703322.815227441,6242.81317232677,0.994738562813576,3748.55372687144,5073.12044736827,202.670104311603,-1806.87467759074,-1124.36229349096
ch,0deg,speed-3,spin0,run85,65,89,711871.786986679,159.365893364628,186.256354522941,1489.13006426551,0,710382.656922413,7275.41990692657,0.993870092469304,4207.22629960362,5054.97885322028,-166.410627041666,-2033.77972512768,-777.971483055687
ch,0deg,speed-3,spin0,run85,66,91,730738.859832575,158.524172091962,191.192794304703,1971.86851658916,0,728766.991315985,18867.0728458958,0.970829544286267,5195.77077028784,4836.73270011035,-1089.77517405831,-2317.18885605726,71.4907793925568
ch,0deg,speed-3,spin0,run85,67,92,742862.228694921,158.579753187181,194.36479034404,2237.51405286305,0,740624.714642058,12123.3688623465,0.990020332816714,5690.67330130893,4593.4550042691,-1669.51510327453,-2351.28322345682,484.45985605517
ch,0deg,speed-3,spin0,run85,68,93,756572.411261554,158.568266209489,197.951965269899,2530.32432271184,0,754042.086938842,13710.1825666325,0.988316825561307,6152.74996622177,4237.34662644107,-2311.91667277642,-2286.66611657624,849.916554625914
ch,0deg,speed-3,spin0,run85,69,95,788814.38810049,158.573566542963,206.387856645863,3183.68312127767,0,785630.704979212,32241.9768389366,0.948087944120976,6984.42247985736,3194.37436743049,-3601.34008205893,-1679.80315805295,1505.72510964908
ch,0deg,speed-3,spin0,run85,70,96,806876.683814302,158.292304148081,211.11373202886,3566.83944783598,0,803309.844366466,18062.2957138116,0.981730592450824,7375.64971425618,2513.17613922078,-4130.64352313454,-1065.48178257825,1788.04953974658
ch,0deg,speed-3,spin0,run85,71,98,853636.327255582,159.117515501302,223.348070972157,4320.80909258434,0,849315.518162998,46759.6434412806,0.917832801415334,8208.71816443374,814.863288006729,-4728.53146148107,772.649141768163,1987.05559906493
ch,0deg,speed-3,spin0,run85,72,99,882533.478072551,161.285165339552,230.908811635937,4599.96011272744,0,877933.517959824,28897.1508169686,0.97007425188433,8633.54361655951,-179.603614939133,-4660.07848482605,1827.35525828262,1647.06046465642
ch,0deg,speed-3,spin0,run85,73,100,911646.333474104,163.10475032098,238.525989919964,4759.42390212482,0,906886.909571979,29112.8554015531,0.968406938185993,9009.15749527832,-1193.042757034,-4231.8506993525,2800.68273841578,891.778065181749
ch,0deg,speed-3,spin0,run85,74,102,959326.520650644,159.875357601342,251.001182797133,4996.4813153457,0,954330.039335298,47680.1871765396,0.883552095329879,9485.16446442961,-3103.97345901726,-2319.92102792229,3737.32730550958,-1414.63436623368
ch,0deg,speed-3,spin0,run85,75,103,978265.699815174,156.51317559089,255.956488700988,5300.76522183386,0,972964.93459334,18939.1791645306,0.961116764159109,9585.70005757409,-3927.71198982597,-1072.06422066832,3404.30504643895,-2337.62516656191
ch,0deg,speed-3,spin0,run85,76,104,997363.676945368,153.396577968017,260.953342999835,5581.52920081925,0,991782.147744549,19097.9771301934,0.959555060000464,9649.08132184802,-4578.7624114849,226.726367370669,2592.89940447412,-2706.49756592403
ch,0deg,speed-3,spin0,run85,77,106,1033110.49023225,149.102384520593,270.306250714873,5900.92330131621,0,1027209.56693093,35746.8132868777,0.864948511523312,9711.15079426774,-5453.63870359987,2646.48273373765,125.817206847635,-1710.22084107408
ch,0deg,speed-3,spin0,run85,78,107,1052080.32177712,149.040728076729,275.269576603119,6055.09776187409,0,1046025.22401525,18969.8315448767,0.958232073305711,9833.15872965029,-5741.06733102102,3749.04170401717,-1157.56434331876,-423.108676976552
ch,0deg,speed-3,spin0,run85,79,109,1093053.26577727,165.559766188291,285.989865457161,6293.01458447772,0,1086760.25119279,40972.9440001464,0.882697674570351,10150.4305058712,-6260.60770943388,5207.03008327703,-2963.95082834274,1800.30955418426
ch,0deg,speed-3,spin0,run85,80,110,1107320.76880002,175.44088116595,289.722859445321,6334.39833861017,0,1100986.37046141,14267.5030227487,0.985547011661528,10278.642518704,-6385.12044922033,5490.32604475011,-3320.5380151147,2406.82390409003
ch,0deg,speed0,spin+500,run88,1,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,NaN,NaN,-3.8981028759971e-12,0,0,0,-0
ch,0deg,speed0,spin+500,run88,2,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.89810287599711e-12,-8.9950876538715e-29,-3.43411614311961e-27,-1.20973530647822e-28,1.30994711026435e-28
ch,0deg,speed0,spin+500,run88,3,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387226e-29,-7.48554085374158e-29,-2.64983779242462e-28,-3.42773653766293e-27
ch,0deg,speed0,spin+500,run88,4,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305672e-29,2.22708111001087e-28,2.90195185234142e-29
ch,0deg,speed0,spin+500,run88,5,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.22708111001081e-28,2.90195185234162e-29
ch,0deg,speed0,spin+500,run88,6,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.9019518523416e-29
ch,0deg,speed0,spin+500,run88,7,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,8,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,9,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,10,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,11,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,12,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,13,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387227e-29,7.34586523589537e-30,9.19695913176492e-28,-2.66180102580022e-29
ch,0deg,speed0,spin+500,run88,14,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,15,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,16,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,17,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,1.68657893510105e-27,4.18313953403207e-42,-3.72246194172035e-44,-1.80690225328084e-42
ch,0deg,speed0,spin+500,run88,18,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,19,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
ch,0deg,speed0,spin+500,run88,20,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,21,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,22,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,4.13068171305667e-29,2.2270811100108e-28,2.90195185234158e-29
ch,0deg,speed0,spin+500,run88,23,1,600239.182925836,180.336336268006,157.048451838262,188.112923586093,0,600051.07000225,0,1,-3.8981028759971e-12,-8.99508765387228e-29,6.4181943358119e-29,-4.44763399483942e-28,7.92438157073549e-29
